"districtDemographics","sex_ratio","minors","voting_age_pop","seniors","med_age","white","black","amerindian","islander","asian","other_race","multiracial","hispanic","mexican","puerto_rican","cuban","other_hispanic","natural_born_citizen","born_in_state","born_out_of_state","born_abroad","foreign_born","disabled","same_house","diff_county","diff_state","abroad","labor_force_participation","unemployment","servicemen","car","walking_public_transit","worked_from_home","commute","private_sector","public_sector","self_employed","homeowner_vacancy","rental_vacancy","owner_occupied","renter_occupied","two_or_less","three_to_four","five_to_nine","ten_to_nineteen","twenty_to_twenty_nine","thirty_or_more","med_smoc_mort","med_smoc_no_mort","med_rent","med_hincome","mean_hincome","insured","private_coverage","public_coverage","uninsured","pov_families","pov_mcouples","pov_single_mothers","pov","no_hsdiploma","high_school","some_college","associates","bachelors","graduate","party","flipped"
"Tennessee 2",93.4745734611058,20.1876287871497,605392,22.9438116129714,40.5,89.0147774808541,5.86339959842799,0.343564235042234,0.0212255724642362,1.61815326972693,0.686996634230652,2.45188320925382,4.42032434256756,51.1706284112261,3.93987294580811,6.21253243460885,38.6769662083569,95.4346562182358,60.8955780574397,38.3230877619528,0.781334180607551,4.5653437817642,13.2119426072114,84.9607406757443,5.94433764348332,2.57359295273193,0.442315515742284,60.8112073817851,3.4,0.292339986754096,90.4987130877591,2.50408214097916,6.08059114936485,23.4,80.365675039634,13.3595365702468,6.11131530009381,1.7,6.5,68.6018082470505,31.3981917529495,29.7901317624666,11.9518238353872,15.042580772197,20.0164087754131,11.357497989925,11.8415568646112,1227,383,888,57777,78752,91.0809152976317,76.1869833712524,38.1969272393468,8.91908470236825,8.9,4.9,23,12.7,10.6869720721406,29.5780382010501,20.5612206072597,7.98341069933795,18.8220074575755,12.368350962636,"R",FALSE
"Tennessee 3",97.5070621281255,20.882101651586,588024,24.0689155544672,41.6,84.4076827340307,10.4752934844764,0.33704463655017,0.0897440209896061,1.44720643143059,1.16303945642302,2.07998923609943,4.32184062699721,45.8671896889885,9.80355530649731,1.98001307555805,42.3492419289561,95.7553903595816,63.8728469897903,35.173210356369,0.953942653840641,4.24460964041845,17.6645237310864,84.6612303356511,6.45959508800633,3.04764285995763,0.176243659236894,58.6329793445314,5.8,0.0601950913041118,91.6072777580573,1.60281790131884,5.62275679824761,25.1,80.1343089702185,12.7754406454458,6.88914445066797,1.9,5.8,68.8704542214559,31.1295457785441,28.5112044913005,10.6478307208755,15.4812738023312,19.928109322707,11.9726150149009,13.458966647885,1187,388,821,52491,73156,89.7710480882399,72.2600617309329,43.6372523491711,10.2289519117601,11.2,6.6,29.9,15.3,12.4950330527761,31.9325749985266,20.9100397926145,8.52527772126918,16.7281078830443,9.40896655176937,"R",FALSE
"Tennessee 4",96.6399059260765,23.4573278848082,622060,19.6019676558531,37.8,83.341023776389,9.94097431145925,0.202043319958115,0.0329766198226399,1.97244483491387,1.50461980295239,3.00591733450474,7.30887403300369,54.800585868449,9.70218353844341,3.18523880873415,32.3119917843735,94.0472279336579,64.1768685588086,35.0751453254466,0.747986115744866,5.95277206634207,13.7727565401358,85.8524774844865,6.49069192802505,2.30850143464433,0.122987296706853,63.4689508160527,4.1,0.0925124036588267,91.9977102116753,1.34499043753171,5.58864473153533,28.1,80.2262429554776,12.8956950424973,6.63131194321424,0.7,7.2,68.9411145345757,31.0588854654243,29.2446367284128,12.7297761549131,15.8422791499759,20.8081776181911,10.9560240414955,10.4191063070117,1253,381,886,59461,74449,89.8425594224444,74.9386395269363,38.5114101425334,10.1574405775556,9.4,4.4,27.6,12.9,12.8334589717897,33.5580625623948,21.9046172595752,7.93726350181234,15.6620837956026,8.10451390882538,"R",FALSE
"Tennessee 5",93.5643884552045,20.833087004912,615993,16.3594391494709,35,66.4730739473637,24.3830436939496,0.27772994008436,0.10114459178454,3.37658432014641,3.14499276437037,2.24343074230106,9.72658830424088,61.5919241034856,3.09320578208821,2.58714093179356,32.7277291826326,87.7016144578933,56.7408312707631,42.1725642254334,1.08660450380348,12.2983855421067,10.8019051574221,81.4142182125534,7.16384295928192,3.94287005720571,0.944371070291568,71.8211155606044,3.8,0.0939259127631353,85.484862869075,4.57118672206932,7.928784048899,25.6,82.2906081158754,10.234049890792,7.16749051615128,1.7,9.5,56.3249101078706,43.6750898921294,37.2921244506592,14.4417324210947,14.4573386935677,16.2236566120655,8.93022123451858,8.65492658809429,1453,471,1178,63295,90806,88.8627456069769,77.7670678507951,32.6219507742547,11.1372543930231,7.8,3.6,20.9,11.9,10.4769529488631,22.3990282417249,17.6894974647784,6.48390985469637,26.9307714251534,16.0198400647839,"D",FALSE
"Tennessee 6",97.8998524474901,21.9539259287059,623873,23.0577377126434,40.9,89.3500465994883,5.21651560926485,0.354281210711002,0.0242692637280842,1.13727771418563,2.05225397659392,1.86535562602816,4.60415454767222,58.9365286381915,9.43104010433649,5.20595587436148,26.4264753831105,96.0300988909947,63.6602742724043,35.6720872398327,0.667638487763001,3.96990110900527,15.6762798108748,86.5669327274997,7.17506937291424,2.25233459870874,0.214201874234881,59.8853498230467,3.5,0.0857153968809552,91.8232165378078,1.22498217908647,5.58151011679553,30,78.8996414804432,13.4800657735127,7.4332156239049,0.9,5.7,73.3869480451049,26.6130519548951,27.5219991569185,13.4435267151439,15.7817604594794,19.3655153335441,12.1420197070292,11.7451786278849,1335,385,862,59421,78222,91.0496650221183,74.6773413737322,40.1724097092276,8.95033497788169,9.1,5.1,27.6,12.4,12.7053834002572,34.7234510500657,20.4928485204515,7.07124256285529,16.4423135475135,8.56476091885677,"R",FALSE
"Tennessee 7",97.1520748676271,24.3168327220762,605871,20.1513193402556,38.2,83.3893791159923,9.72186135289356,0.325906642549492,0.0853178370491771,2.07910699831113,0.931500894400751,3.4669271588036,5.41362287267531,57.2938298952421,15.9975079606812,3.3434860861138,23.365176057963,95.0105929027551,53.3322639936681,44.9005645587528,1.76717144757913,4.98940709724485,12.820194720777,87.2744217571804,6.90869131424973,3.89617615556885,0.280348659144336,60.7917232969629,4.3,2.06758799395379,90.3902837064463,1.11489805774045,6.97414946350561,28.8,77.2987271370758,14.228143157514,8.20550066695304,0.9,5.3,72.8759646924283,27.1240353075717,29.3588347679602,12.3312858228732,17.258321863166,19.0483527470195,10.7644952099212,11.2387095890599,1420,392,891,62720,90869,91.9642141773474,76.8677553211371,37.2435336257084,8.03578582265264,7.4,3.9,28.2,11,10.2831507916397,31.3265947762105,18.171204399771,8.10841756529737,20.2457039352047,11.8649285318768,"R",FALSE
"Tennessee 8",94.2904295839686,23.0184736199632,547391,23.1715537887908,41.2,72.9764241957169,21.9753947583072,0.316284799765986,0.025735935241074,1.69421208660775,1.22702751354301,1.78492071081809,3.07101430524226,72.5923890644319,6.6492650089298,3.27883866831524,17.479507258323,96.5761361782558,67.6784783362117,31.6790491639994,0.642472499788852,3.42386382174419,14.251653349018,87.7235349165308,5.89233346702051,2.3723785224438,0.235232544578985,59.7723480565715,3.7,0.200296906545215,91.9193211643068,0.921571258710924,4.45493725638281,25.1,79.294196044314,14.5057243606949,5.80734927084201,1.6,5,71.915330897519,28.084669102481,25.2762390241028,10.950114915434,15.389460192115,21.0442571748483,14.8111998349932,12.5287288585067,1320,420,777,60152,88011,91.7709842626996,75.8167789053756,37.3410993765906,8.22901573730041,8.6,3.4,26.5,11.9,10.4421020702207,32.2875313320449,19.7143378306645,6.93885665448568,17.6361240287835,12.9810480838008,"R",FALSE
"Tennessee 9",88.862077518711,24.7828327601689,526894,17.5164264538978,34.1,27.5568631985576,65.0776520099301,0.126909893975278,0.0199858100748469,2.41028869502653,3.22199809563781,1.58630229679784,8.06827152721568,71.1100888212605,1.88081673095297,3.77224954881631,23.2368448989702,93.5728489915017,70.0879514855639,29.3596246996453,0.552423814790801,6.42715100849825,12.5852050063238,85.7090781795616,3.41093524430571,2.69374198979902,0.18226371534458,63.8788120975266,7.6,0.260295894107231,93.761697214239,2.5107376461557,2.68679063334666,22.7,81.4110060215979,12.319796431946,5.85102236192579,1.3,9.8,45.7291196053889,54.2708803946111,34.8780541997793,13.1029706930136,13.9691450832846,16.8517023530022,10.5562920774113,10.6418355935091,1176,431,937,43708,61059,85.5131568844196,64.919559781246,46.9045424666075,14.4868431155804,16.3,5.5,28.5,20.7,13.8859459812962,31.9904954984414,24.2096658164934,5.74324766202341,15.1162993482005,9.05434569354522,"D",FALSE
"Texas 1",95.6393696162354,24.1220833666164,550945,23.3945312145495,37.4,77.5102121763849,17.1718813266602,0.419229466157274,0.0462750002065848,1.11927656749677,1.23716763945164,2.49595782364267,17.9650293212725,91.0052666681999,1.29865151828768,0.719854649157103,6.97622716435531,92.7594774230334,77.1665619928703,21.7797217904119,1.05371621671782,7.24052257696662,13.9966841824262,84.7392849675936,7.54617046484076,1.55132761864938,0.317513415569029,59.0852446395835,4.9,0.0497417122046476,91.9621794383989,1.90497932678893,4.46027699566243,24.7,78.4503268137537,15.6685908191631,5.63534597180136,0.9,6.3,67.4065361997493,32.5934638002506,28.797454931071,11.1632121854815,15.9167068350525,21.8401619589318,10.7841511616697,11.4983129277933,1269,417,842,54396,73629,83.166043780032,73.5110469889817,41.7923862104385,16.833956219968,12.7,5.9,35.1,16.7,14.0411524009048,29.1458923838189,26.3275523908789,8.40718778002202,14.5368109500227,7.54140409435267,"R",FALSE
"Texas 10",96.1617630536306,25.71864855168,687361,16.5536013826796,35.7,70.0781759943286,12.6584809174494,0.55741191422038,0.0491706903781064,5.05917773637594,8.34410405598758,3.25347869125994,30.7268184510044,74.4022790419583,2.1974466289171,2.43555024091724,20.9647240882074,82.1969680595841,66.503639193908,31.6419233034625,1.85443750262948,17.8030319404159,9.06388832313709,82.1070411101497,6.48769379665222,2.00340647841927,0.921342209235463,69.2708194382624,4.2,0.0633264203161266,88.4781028745436,2.96770909937868,7.03097536937314,28.9,77.8698623177361,15.2384036986232,6.37944757743569,1.4,5.2,66.2514026041035,33.7485973958965,34.1349546038051,14.606664739543,17.1523329075012,19.2308290050758,8.43955825352866,6.43566049054621,1917,670,1269,80528,107527,85.968072720223,82.1293146589131,27.710229756181,14.031927279777,6.2,2.8,23.5,8.1,8.62842182304023,22.4083870788163,20.1283997190335,7.47131800461401,26.514820327172,14.8486530473239,"R",FALSE
"Texas 11",99.5283614347104,25.5862597815414,588065,20.9383316470118,35.6,83.0800846299465,4.31754451676908,0.62561371895974,0.0763036149944829,1.06926292985635,8.19498294240912,2.63620764706478,39.9260247208528,90.4031744321297,1.20245562102047,1.99606365344937,6.39830629340044,90.0052387556563,76.1635026480467,22.493986185449,1.34251116650428,9.99476124434366,12.3542195372,84.5151466683727,7.95495985413134,2.32916413422475,0.533060362752311,63.2029454335758,3.3,0.570587394503763,91.6697887312473,2.01631075130448,4.85928990677244,23.1,78.5019961812185,12.6391360006943,8.54154009720535,1.8,5.8,69.5217022610827,30.4782977389173,31.7324753618231,11.5345148256622,15.5322059986746,19.523483763388,10.3473216894343,11.3299983610179,1483,457,1051,64070,86178,82.1950358690073,80.4553733488941,33.7096129829848,17.8049641309927,8,4.4,21.9,11.6,15.3827735489826,28.9485168321497,25.3401380247858,7.25248031389632,15.361919216495,7.71417206369068,"R",FALSE
"Texas 12",93.5073891625616,24.7052025722178,635912,17.6294833247368,35.9,78.8871878119217,9.67233942287313,0.752815361317036,0.124679864024353,3.77414118307338,3.75093391493589,3.03790244185454,23.2322514720631,79.6948183333248,5.48440199581063,0.849595588422667,13.9711840824419,88.7024413809272,67.9118144879249,30.4032047072141,1.68498080486099,11.2975586190728,9.64513368778302,87.5405392149239,5.57805241895447,2.10738121755816,0.384606642509621,65.5359969404991,3.6,0.353147749916152,91.2103714842581,1.87846890185,6.04930250892394,28,80.4806914617511,11.5969531259431,7.73645263704294,1.2,13,65.0033138559758,34.9966861440242,34.5814397013472,13.3883162906455,15.5703890061137,20.1475680354921,8.6917708164259,7.62051614997565,1751,611,1148,73000,94154,84.0360634932844,79.4719801388337,29.5906780654812,15.9639365067156,5.7,3.2,16.3,8.3,10.6160395308754,26.6236791090503,21.9750746220523,8.91021345669413,21.1082763291325,10.7667169521953,"R",FALSE
"Texas 13",105.641871090626,24.8820188797775,536893,21.2569357395235,37,85.1166799350247,5.5424892932046,0.846330028136381,0.179087855185083,2.4127891114584,3.08296944453383,2.81965433245702,28.425999639026,90.0187035487523,1.17241718757691,0.622631293990255,8.18624796968056,90.732203494172,73.5517576905225,25.2807663305541,1.16747597892344,9.26779650582805,13.0439423538082,85.927954527423,6.981264663546,2.02073581248796,0.507344523909372,62.1228710243214,3.2,1.35310833150254,91.7474391369475,3.02340712048539,3.96574420117716,20.4,76.5939987752602,16.2645437844458,6.78444580526638,1.8,9.5,67.6426883069887,32.3573116930113,28.0287339949646,12.7050915838344,16.028903380787,20.1218807985772,10.2821043878627,12.833285853974,1302,452,799,54004,72249,83.3976218606338,76.8022610558724,37.3766772507552,16.6023781393662,10,5.7,26.6,13.2,14.8583005468802,32.6850128331983,23.2382401528444,7.94931688062454,14.4952097228841,6.77391986356846,"R",FALSE
"Texas 14",101.936710406831,23.997212470251,578024,18.9578633413145,37.3,73.0520821006403,19.2514430725941,0.242593980513589,0.125438838704588,3.2387939989218,1.98269627759589,2.10695173102968,26.3401838191787,85.72170223387,1.89292399850243,1.00985897915887,11.3755147884687,88.9425795169158,75.6425968496604,22.841662539638,1.51574061070169,11.0574204830842,11.5361026536246,85.5596233962114,6.69634492335701,1.82388390929084,0.337800575403813,60.2359540988755,3.8,0.0556306392845866,92.5572864644482,1.91149584406633,4.36650486854633,25.5,77.7618049661973,17.3352154308906,4.7049552280167,2.1,9.1,67.152353331549,32.847646668451,29.6376415720409,13.4666221800169,15.0688748666317,20.3900403679681,10.1246237272724,11.3121972860699,1700,492,1028,67459,89256,82.8551836993387,77.634496527234,34.3474942175519,17.1448163006613,9.8,4,30.4,12.4,12.3877779593058,29.4100973755642,24.3818807045999,8.81930898189685,16.5985280483748,8.40240693025847,"R",FALSE
"Texas 15",97.9588070733142,29.6811184221974,565759,16.6371193387997,31.8,83.766198254454,1.90563312709275,0.168290324424967,0,1.2099751168959,10.3358100432285,2.61409313390391,81.9839863180215,95.56117838972,0.478917909316386,0.134018180384832,3.82588552057876,78.5107922074371,83.7381345896895,14.2080966583712,2.05376875193931,21.4892077925629,10.5171717479597,90.3282732925509,3.11796692092742,0.961911235304484,0.651008232006646,60.3946572188735,5.6,0.2827914712932,87.5571217045755,1.49284135444189,5.93700878374475,25.7,73.5725879707534,17.0479353118997,9.13764090956473,1.8,8.4,67.7857542381079,32.2142457618921,24.0055008137672,11.0352716552487,17.3422826694928,24.4041836464339,12.6632265553046,10.5495346597528,1224,392,797,48113,67075,72.3443544433692,61.1388285191648,47.5177217812014,27.6556455566308,19.5,13,38,22.3,28.042615040504,25.8320697656885,19.1470290103962,5.73652729724975,14.6266681187223,6.61509076743933,"D",FALSE
"Texas 16",98.0865579503756,26.7897459767163,547355,16.981849074184,32.4,78.9711200992981,3.82706835302174,0.612186483478856,0.0232729840780688,1.31666238657764,12.523139231296,2.72655046224961,81.2513375278206,94.7135186032653,1.76205072151236,0.162146857314058,3.36228381790826,78.6354006163328,75.2233312241885,21.6301308350172,3.14653794079426,21.3645993836672,12.1144593988584,84.6568314762286,4.45026533298951,3.2749284075949,1.18687314232977,63.0731553167957,6,3.32789101314935,90.8225756308989,2.44904365358437,3.04123291268378,23.6,74.5095527470983,19.304828706669,5.74851983190914,1.7,12.1,58.9369385128634,41.0630614871366,30.7260754938588,11.942157193491,13.0092170313079,20.5302812589807,11.6606066664168,12.1316623559448,1308,439,849,49013,63908,77.8756027748404,67.5640945889504,42.9727448035617,22.1243972251596,16,8.9,32.6,18.9,18.801082257168,25.0764003486408,22.0316328803743,9.60924979507621,16.9304902815296,7.55114443721113,"D",FALSE
"Texas 17",99.0632146502187,22.2171615843302,611391,16.3857498720132,33.3,76.0901398559584,13.7104130540709,0.547948342478528,0.0597946879417015,4.4754415583259,1.7386259689602,3.37763653226432,26.7073609805311,85.3600792660271,2.26889475338929,2.3894134123453,9.98161256823833,88.5666195518452,75.9604915004439,22.5346690531118,1.50483944644432,11.4333804481548,10.8211262693769,81.0810845620434,8.64437472308945,2.97273139418668,0.563609574150207,62.5357115648332,3.6,0.217285032251511,89.8924494877079,2.83335164702635,5.35876524614943,22.1,74.4456191357209,18.8122109158187,6.30633011761596,0.8,7.7,57.6759895048289,42.3240104951711,36.9309300508011,12.7355133143527,15.1646150840172,18.0012421146653,8.57024228214146,8.59745715402222,1581,514,1010,58929,77801,87.1224604358891,79.2966802725543,32.4060695254407,12.8775395641109,11.2,4,34.7,16.9,12.7211115843011,25.8291748088165,20.9167840019236,8.26760181677768,19.8631099990015,12.4022177891796,"R",FALSE
"Texas 18",99.2586363921108,25.8738958785512,613034,13.4922369721745,32.4,51.0458697847077,33.7442488951228,0.408819670743578,0.0639649824972945,4.41297920835777,8.11944160625865,2.20467585231223,44.7825009219905,72.9164754102787,2.55401530411116,1.44751834711279,23.0819909384973,76.6111860123456,76.5289952745168,21.376892797505,2.09411192797821,23.3888139876544,9.66664580825723,85.5946680074314,2.9549147408502,1.41822663421035,1.20693355243392,64.8119917098707,5.3,0.0333872989675135,89.0866716730973,4.39547349612865,3.4937980682083,29.7,84.7328577518245,9.66750381338305,5.50513843736037,2.2,7.7,45.2837067931523,54.7162932068477,35.8224975466143,15.6001253952677,15.1680569185476,17.3842819757933,7.79392923345328,8.23110893032385,1569,464,1046,48625,73642,73.2953464888549,62.388197619235,44.0811489007669,26.7046535111451,16.8,7.9,33.7,19.8,21.9633657698912,28.8458309482923,18.8008013737836,7.39591680976913,14.4590726960504,8.53501240221332,"D",FALSE
"Texas 19",101.357165130956,24.3051596351197,552318,19.1022200978422,33.9,83.6458972897114,6.20285501271818,0.409914700464871,0.109228357161652,1.55098785194281,5.32450552583107,2.75661126216999,37.3968018156302,86.9601386735857,2.0870667824723,0.428407562547871,10.5243869813941,91.6542408560653,77.7985788793722,20.5898009474138,1.61162017321403,8.34575914393474,13.274888091186,80.0866720246746,9.33140111907409,2.0386803753937,0.531497729787054,61.82680444845,2.7,0.959689203496461,91.2044207402845,2.90214729285924,4.23417367278585,17.6,77.132102453192,15.7748251624283,6.7302493374343,1,8.8,62.4360107923088,37.5639892076912,32.2987541789838,11.9273226801659,14.492583133792,19.9012602411193,9.79997799036889,11.5801017755701,1341,437,891,55278,72678,82.2527637544156,74.8635105435932,37.8708688032048,17.7472362455844,10.7,5.6,31.6,15.6,16.6099717075641,29.4666270352389,23.2138886136706,6.7831390292502,15.3847000671533,8.54167354712287,"R",FALSE
"Texas 2",101.10531532268,23.5522456688993,601851,16.7745837424878,35.9,66.4049609346718,11.9174972785737,0.491444496240812,0,8.28380570349981,9.67582954281308,3.22646204420079,31.6077945205653,63.0182567845073,3.80527168168977,1.34062586652414,31.8358456672788,78.4905070807892,64.1580883364378,33.2209155361504,2.62099612741187,21.5094929192108,9.34502844843984,85.3578600484012,3.68904793779929,1.56132536944545,1.83744400391329,67.6096478214778,4.6,0.0200475045668215,88.9694441769592,3.51526270709692,5.92491042060503,29.3,83.0876992174378,10.2424823021511,6.41676101372283,2.6,10.1,61.8919456368199,38.1080543631801,35.017897061042,12.416857522937,16.0686122577725,20.4383065677414,9.19607224652687,6.86225434398014,1875,721,1255,80922,114057,84.4369098241265,81.1107381840063,28.023052942546,15.5630901758735,7.4,3.8,24.1,10.1,11.6765823643849,18.2980440060927,18.8451039828681,6.60355306217859,27.7383160656924,16.8384005187833,"R",FALSE
"Texas 20",96.4644247787611,25.809051576062,617653,15.8433618876618,32.6,78.5392027559764,5.72215855993504,1.0709678349297,0.0906887298532885,3.04666085297855,7.69520899247824,3.83511227384873,68.4464480047278,83.3779958548968,2.51373657711348,0.320271520052507,13.7879960479372,85.1086703230441,74.724964540008,22.475495557798,2.79953990219393,14.8913296769559,12.6643885264575,79.9002958255725,4.4848617654578,2.53898688871845,0.518607793725576,66.7872453609538,5.3,1.39171386550677,88.272518059358,5.21748617796238,4.69708233849339,26.2,81.2113742495839,12.7815086362569,5.80658522479019,2.5,8.1,55.4425491330384,44.5574508669616,36.1161056301693,10.2006754326991,14.4905329977017,17.7289357244485,9.42517863005988,12.0385715849216,1448,437,1013,54908,71462,80.6884369156174,71.4166869235287,40.0152794616556,19.3115630843826,12.6,6.9,25.7,16.3,18.0297641296767,26.12164604423,23.4951272990709,7.86780318064638,15.8862766707642,8.59938267561183,"D",FALSE
"Texas 21",97.2332175554462,18.9781444213551,672180,21.1269302865304,38.9,84.6745770393478,4.16813318740448,0.77227383839504,0.0108482355947485,3.83364592323306,3.05088545709643,3.48963631892848,30.4993322308312,81.7457149519229,4.69191521987424,0.768680517406958,12.7936893107959,89.5153008336266,62.6013271500207,34.3390642084229,3.05960864155638,10.4846991663734,11.1327806187707,83.5597026181475,6.52091939258589,2.36939672159862,0.91435675118111,66.0032658402621,3.1,0.529510023074185,84.7242140727082,4.35384370233786,9.01796080038243,27.1,78.4539578352137,13.7269652808713,7.46111257579752,1.6,6.3,58.9432056556585,41.0567943443415,38.0733682648697,14.2502008914464,14.6071405999356,18.0362898735663,8.9240946341669,6.1089057360151,2044,698,1225,73472,107445,87.9341176585237,85.0487693716432,29.8599326468726,12.0658823414763,6.2,3.1,22.4,9.6,6.50276816550215,18.1215886331089,20.3062224691119,7.69701201208853,30.0011721596787,17.3712365605098,"R",FALSE
"Texas 22",96.2221963575773,27.4064292158754,697593,15.532982699081,36.7,59.7109964337634,14.4502823747577,0.551221334565438,0.102606047929304,18.2790697190405,3.16268053617384,3.74314355376984,26.8214914923352,72.7561951246009,2.24991561361511,1.78006774189794,23.2138215198861,75.1751639251288,68.9521470762084,28.6981884022863,2.34966452150537,24.8248360748712,5.78460693679174,87.4749424057187,5.72340208129458,1.52341746083747,0.738534076748133,67.8209550130339,3.3,0.111896235166523,89.9016171704196,2.16820784170275,7.14604724757765,35.3,81.4967656760126,11.7987129976308,6.44026749131242,1.4,5,74.6308098364877,25.3691901635123,30.1506373117034,14.8757564053045,19.2155916055105,20.9997425003219,9.40034762456547,5.35792455259431,2230,789,1369,101658,126579,87.6302822878963,86.3264185938608,21.2995660300419,12.3697177121037,4.1,2.9,9.8,5.6,8.76356837366167,17.5324466356226,19.9880286154708,8.30627435710125,27.6923547262833,17.7173272918604,"R",FALSE
"Texas 23",100.239255152894,27.4789249433084,570532,18.0703273436021,34.4,84.3171325720213,3.4648003335401,0.826859130151822,0.175159397594037,2.02653575895626,6.7156723171885,2.473840490548,69.5962436063007,89.2965031542112,1.35136122384123,0.855673379334529,8.49646224261308,84.9473504916666,76.1650239192208,20.5459896961054,3.28898638467374,15.0526495083334,12.4618630721198,86.7133397718899,4.6370467344044,1.59347845376906,1.04281468659619,60.9228985702045,3.5,1.24246039079958,92.368253047011,2.11520603598375,3.7576900754498,24.8,77.9294437381172,16.2982748766519,5.53899898522156,1.1,8.7,71.7289603960396,28.2710396039604,26.0812706270627,12.7396864686469,16.266501650165,21.1608910891089,10.3341584158416,13.4174917491749,1578,424,944,59074,81548,83.2219921742695,72.7127611560943,38.3574225894776,16.7780078257305,13.9,8,35.2,15.5,20.9709525732111,27.9261852679872,19.7400374818466,7.5120369756609,15.9894424123365,7.86134528895772,"R",FALSE
"Texas 24",98.9829090474483,22.3357699307462,646512,14.0111861806123,35.6,62.2373850524659,13.0593612791235,0.532888058670543,0.313534227486501,15.5415673107533,4.6867961246689,3.62846794683132,23.6330328129786,67.2478295345953,4.77807372466096,1.65148526930037,26.3226114714434,73.3177567286728,57.9645437714024,39.9359362967575,2.09951993184015,26.6822432713272,7.36842993416374,81.6083507001572,6.98024447613128,2.79063532107297,1.52303998635029,74.2807125169264,3.2,0.108478532472488,89.3249272878473,2.4669365494126,6.85330507866421,24.6,86.470388479976,7.22543171964942,6.12959610332522,0.8,7.8,47.2381110537063,52.7618889462937,43.0056338721185,13.9358378232096,14.3719093660049,14.7181833837676,8.87088838044628,5.09754717445322,2189,801,1284,79667,113847,86.0967607402782,85.7654055507022,22.6694274578321,13.9032392597218,5.6,3.8,15.2,7.4,8.87279178318552,17.2498251132207,18.5590023729055,6.90208249795604,31.6379296877034,16.7783685450288,"R",FALSE
